,uri,name,description,query,author,n_tracks,playlist_followers
136,spotify:playlist:66zMURup6R6yWFVDBTdDaj,HARD ROCK 80's 90's 2000,,Hard Rock,migueljusan,266,8124
137,spotify:playlist:0ue8LUEREzXBZK7nB0zF2v,Hard Rockin' Country,,Hard Rock,ingonator,327,7250
138,spotify:playlist:4oFWA9fJ6gOSXC8xpS9WmR,90s & 00s Hard Rock,,Hard Rock,a.k.hernandez.79,182,4794
139,spotify:playlist:4XSB9v2mJOTbKgAeK5AELc,Hard Rock Covers,,Hard Rock,gash73,496,3785
140,spotify:playlist:4E4WDm4VundonPDvK66eFR,90s and 2000s hard rock,,Hard Rock,2r0kpycww05o2a1yk7y5ia68i,1375,3777
141,spotify:playlist:4JP0Dt4nVpH7pPeMs5BirB,Hard Rock Acoustic Covers,"Spotify keeps deleting my playlist without telling me why, so album name and art may be missing sometimes.",Hard Rock,1251709050,73,3724
142,spotify:playlist:0lJlxVTghi3q8i5yAWXIUY,Christian Hard Rock,"Includes songs from bands such as Skillet, Ashes Remain, Disciple, Demon Hunter, TFK, and more.",Hard Rock,joshosburn3902,135,3451
143,spotify:playlist:04EzHFNzLCfdQByQMSkEvX,"HARD ROCK WORKOUT (Heavy Lifting, Powerlifting, Strongman)","The best collection of heavy metal, thrash metal, death metal, nu metal, metalcore, djent and hard rock music for a beast mode gym, workout and running session. | Collaborations: headbangerzclub@gmail.com",Hard Rock,headbangerz.net,49,3282
144,spotify:playlist:37i9dQZF1DX2sUQwD7tbmL,Feel-Good Indie Rock,The best indie rock vibes — classic and current. ,Indie Rock,spotify,120,1895954
145,spotify:playlist:37i9dQZF1DX35DWKgAk2B5,Indie Rock Club,Welcome to Indie Rock Club. Cover: The Strokes,Indie Rock,spotify,75,1161933
146,spotify:playlist:37i9dQZF1DWUoqEG4WY6ce,Indie Rock Road Trip,Hop in.,Indie Rock,spotify,100,1004505
147,spotify:playlist:37i9dQZF1DX30HHrCAl4ZG,Today's Indie Rock,The pulse of new indie rock. Featuring Slow Pulp.,Indie Rock,spotify,115,844261
148,spotify:playlist:69iMzXWIJDSEMrCqgBq7nr,Indie Rock Hits 🎸,,Indie Rock,m91zhgclzoujm5x6i1ods2wsu,293,106948
149,spotify:playlist:7M4pAYnbACdHJ6TgYZSbny,indie rock and alternative music 2023,The ultimate alternative&#x2F;indie garage rock music | best indie rock - alt rock - best garage rock - perfect for headbanging - alternative rock - alt garage rock - indie rock 2023 - roadtrip -  feel good music - catchy rock tunes - distorted guitars - powerful tunes | IG - @theskadoosh,Indie Rock,31i2md4tnp7lowsqsqbjxlm56emq,75,82879
150,spotify:playlist:20AXMQmLSP5rQDPc87T1dP,Indie Rock,for inquiries pls email: hannah@craftplaylists.com &#x2F; rock on and shape a new sound &#x2F; this is indie rock &#x2F; On The Cover: Wallows,Indie Rock,31kbpi2rt5wcmpe35pivxreft5we,64,72993
151,spotify:playlist:4VLwXrmriLIRY89vHmYNUi,Indie Rock en Español • IndieTIME • Música Indie en Español • Rock Alternativo,Escucha en spotify: Lo mejor de la música indie en español 📻 rock alternativo 🎸 @indie.time,Indie Rock,kmd1nbdh408uz5gd690rkdl4y,90,53087
152,spotify:playlist:0qYAqOsMGJPntjVEKV5WOF,indie rock,,Indie Rock,nateccc321,288,44300
153,spotify:playlist:5lUigi9cp8H5Aoem13RwWY,Indie Rock 2023,Éxitos Indie Rock Español 2023. El mejor indie rock en español en una única playlist.,Indie Rock,31ngbqpdnar6bfxue4rhv5hsejua,57,33458
154,spotify:playlist:0cEL1AlOMkTBrrQ9EcH6qm,Indie Rock Music 🎸,The best indie Rock playlist on Spotify. Enjoy!,Indie Rock,31qth7dfezaxycji3a3jpu62vgem,40,29026
155,spotify:playlist:4AZKlWsBzoUOcMFasYkSSh,australian surf indie rock,if im not driving down the gold coast in a topless jeep blasting this playlist in 2024* i will not have lived ,Indie Rock,22y6efemiczzpktqe3eknheqq,155,23082
156,spotify:playlist:6zzC8aBbcyX1AtPNJv4ebs,Indie Rock 🤘,submit to eternitynetwork34@gmail.com,Indie Rock,4q12roz5b89s6idev0bjzksyg,100,14688
157,spotify:playlist:74yK5UQ1XYPBN4ZzNonGno,Indie Rock Hits 🎸 Rock Alternativo | The Strokes,Rock Indie | Alternativo | Alternative Rock 90s Hits | Indie Rock Type Beat | Confira aqui o melhor do universo indie. 📷: The Strokes,Indie Rock,filtr.br,140,13909
158,spotify:playlist:7MqwKicbWkSqg8NqTlRPoe,Indie rock,,Indie Rock,rachsap,417,10233
159,spotify:playlist:2ontRK3JngBxTFxpkEjlli,Indie Rock Pops,"Indie Pop | Indie Rock | Indie Folk | Indie Cafe | Best indie songs | Indie playlist | Indie songs 2022 | Best Indie music 2022. Artists include Mild Orange, Dope Lemon, Parcels, Transfer to Graham and others! instagram: alpas records",Indie Rock,wdj3ur98l24yuj80f5th83v4q,150,7281
160,spotify:playlist:4wrjDhIIdkte8jJoCdEENz,early 2010s indie rock,Please stop asking me to add your band in 🙏💖,Indie Rock,12170867673,82,4928
161,spotify:playlist:0bqVztgmsOSdBLDu8C4D2n,Indie Rock Discoveries,"This collection features a wide range of indie rock genres, from upbeat indie pop to raw, garage rock. These tracks come from emerging artists that are poised to make a big splash on the music scene.",Indie Rock,31fqfw6dwevuqzyg5xsydo2yiicq,53,1393
162,spotify:playlist:0M1h2A1GDkpGj1Co7QTXJM,Indie Rock Essentials,"Discover the best indie rock tracks with our &#x27;Indie Rock Essentials&#x27; playlist. From established artists to emerging talents, this playlist has something for every indie rock fan. Get ready to discover your new favorite bands and tracks with this playlist.",Indie Rock,31x235i5ivbsp47mt7v2jnoyjxva,52,1343
163,spotify:playlist:5cuBCukijEZGyTL83LvwlL,Indie Rock Classics,,Indie Rock,3e5s34kg0jitbm95qivjatmur,261,410
164,spotify:playlist:37i9dQZF1DX3Gj7nguS95W,Is it New Wave?,New wave took the 70s punk blueprint and ran wild! Cover: Blondie,New Wave,spotify,50,808691
165,spotify:playlist:1Bd0IfvDgnbAyY44cUEOhz,New Wave 80s vs Alternative 90s,"New Wave 80s versus Alternative 90s, this is a one of a kind soundtrip down memory lane.",New Wave,cocoy.claravall,287,69737
166,spotify:playlist:3MtENshtyvDn6ogulr8tIo,Best of the 80's New Wave,,New Wave,mang_domeng,169,64707
167,spotify:playlist:138Y71gfTriqBjwqoHXL5l,New Wave Greatest Hits,&quot;The unforgettable era in music history.&quot;,New Wave,jn2qnf0c5fdqkjwh0sx2gl1ch,100,53647
168,spotify:playlist:5GAHZbCRGu6NtqM2JhlaCH,80s Alternative and New Wave,"The ‘B-side’ of the 80’s. A collection of post punk, New Romantic, and college radio classic songs mixed with some John Hughes soundtracks and MTV faves. ",New Wave,1297830857,551,53006
169,spotify:playlist:0zEBMDjmGBb3h1rt4hNWXp,New Wave 80's,,New Wave,lakers1980,683,43780
170,spotify:playlist:6G1YyVYzXjAbZ32bOLx7Em,New Wave Hits Of The 80s,Taking it back with this classic playlist to some of our favorite new wave hits of the 80s.,New Wave,digster.fm,60,43363
171,spotify:playlist:0IRV7zLceOXEZJXsMvHz7O,New Wave/80s & 90s hits,,New Wave,323opya10vj2922qclvqyx3u7,39,42451
172,spotify:playlist:3fJpQb0kLx14XkJEXbcKUx,"New Wave / Synthpop / Early Alternative - 80s, late 70s, early 90s",,New Wave,dachweiler,178,28128
173,spotify:playlist:519N2pOOQrNuVt3hJ7GF7S,80's Synth-Pop/New Wave,"Based on the &quot; New Wave&#x2F;Synthpop&#x2F;Early Alternative - Late 70&#x27;s, 80&#x27;s, Early 90&#x27;s&quot; Playlist by dachweiler",New Wave,12128872417,182,26365
174,spotify:playlist:6QNTcgiGWTzMedBxAxuTah,New wave 80's,,New Wave,quocphiespiritu,91,24288
176,spotify:playlist:7L1sCRxDTMBNkdt2JwJvBR,New Wave International,join us : davidparker.office@gmail.com,New Wave,312rtf4l63pqspfnselkejao66tm,16,13525
177,spotify:playlist:1qmskWKKhG4KFtEHR4yHni,new wave 90s,,New Wave,kevinsosing,93,13313
178,spotify:playlist:05fFtCFUQNLJa7EZfHrEY1,80s Goth/Post-Punk/New Wave,,New Wave,12139449387,72,7341
179,spotify:playlist:6JeteWZz8PFB8pNB3s6Qia,New Wave // Post Punk,"Basada en la lista hecha por Eduardo Lenti, DJ de la extinta discoteca Bauhaus y ahora de Nébula, en Miraflores, Lima, Perú. Canciones de Joy Division, New Order, Depeche Mode, Pulp, y más.",New Wave,javieragurto,293,7059
180,spotify:playlist:5zqxK0WEa3LVPMWXAHz3B3,"New Wave Pop 2028 | Futuristic Pop | Soda Pop Music | EDM, Pop, Nuwave, House Music","submissions: theundergroundandunderrated@gmail.com | New Pop Hits from the FUTURE! with a mixture of Nuwave, edm, dubstep, and house music | Try to keep mostly unheard stuff on here not trying to water down with the mainstream pop everybody plays ",New Wave,31ufmswgmqyxh254smubcp3f4jsm,29,6344
181,spotify:playlist:2IhWvVUiLndRf5JSM4aKKr,80's British New Wave,A better 80&#x27;s British New Wave playlist doesn&#x27;t exist :),New Wave,bjw1978,44,4977
182,spotify:playlist:12qiUmQsX8f8ZRBayEGhyn,80 New Wave,,New Wave,dianegon,90,4381
183,spotify:playlist:3rtEwhYRCmOrU9nVxKXoEv,New Wave Rap FR 🌊 Next Gen,🟣 New Wave Rap FR | Plugg music | Plug | Dmv Flow | Jersey Club | Plug Rap FR | Plug France | New Generation | New Gen | next gen | next generation | Nouvelle ecole | French new wave | New wave francaise | New wave music | Playlist new wave | ,New Wave,ocp482e1xnygcvo5fyyh9l1fg,105,3933
184,spotify:playlist:6U7YflqS9WyaJse5H7dyee,Best of Progressive Rock,"Subjective, non-exhaustive, and perpetually expanding",Progressive Rock,0zn2tl43rlc68j4o7dvn76q83,765,23664
185,spotify:playlist:5wDPvicN1zmNIqcbK3psT0,Progressive Rock Mix,Some of my favorite prog tunes. Be sure to check out the other playlists I have in the works.,Progressive Rock,4r2ah9dlydue7uo8zuxhbh345,130,14290
186,spotify:playlist:4FEaQerdArzrVAXAgnLvou,Progressive Rock and Classic Rock,,Progressive Rock,icypresto,159,9820
187,spotify:playlist:1Mnk30cLIxQeVQEyzBmOhI,"Jazz Fusion, Progressive Rock, & Jam Bands",,Progressive Rock,1233365318,2113,7320
188,spotify:playlist:4whzMXikOGzFVekQmAzMdo,Progressive Rock,"The very best of Progressive Rock! 🎸 Cover: <a href=""https://www.instagram.com/avkrvst/"">AVKRVST</a> ",Progressive Rock,thecenturymediafamily,50,7057
189,spotify:playlist:416ZshvuzKJLUbVOOplykK,70s Progressive Rock,,Progressive Rock,ebaxterjones,76,5554
190,spotify:playlist:0wVJ7N4glrdkdnIYkXqMuG,New Progressive Rock by The Prog Report,"Best new Prog Rock with a few classics thrown in featuring Dream Theater, Transatlantic, Steven Wilson, Neal Morse Band, Big Big Train, Opeth, Spock&#x27;s Beard, Marillion, Haken, Devin Townsend, Rush, Animals as Leaders, Porcupine Tree, and more. Visit: progreport.com; Email at: contact@progreport.com",Progressive Rock,progreport,61,4626
191,spotify:playlist:3PLl2h9e7jvujt87RHgUyq,japanese psychedelic / progressive rock,"japanese psychedelia, progressive,  experimental, garage psychedelia, psychedelic noise rock, psych folk. Begins in 1964 in chronological order.",Progressive Rock,wg24cd1a6g32cgv19bdigq0ak,213,3055
192,spotify:playlist:1sYzsb7P37XzNZoUR2GGdm,The Sound of Progressive Rock,"See also <a href=""spotify:playlist:2MHeveKJhjAT8KEA4oPo6S"">Intro</a>, <a href=""spotify:playlist:33rY67n0MK3nIef1kYklF2"">Pulse</a>, <a href=""spotify:playlist:3aLkhe4GBmcXLkLAgMq1Bb"">Edge</a>, <a href=""spotify:playlist:5DKNZXmSbGeb7ND4rGSqby"">♀Filter</a> or <a href=""spotify:playlist:2fPhfFs5dcai7aSKsjkran"">2022</a>; or the Sounds of <a href=""spotify:playlist:7xy3Cy7QkWNgDjkntVvda8"">Symphonic Rock</a>, <a href=""spotify:playlist:4dwu8FLKXg4J3LQ4yHdVfr"">Neo-Progressive</a>, <a href=""spotify:playlist:6PimpDQHW8sNtGfz1jDTAi"">Art Rock</a>, <a href=""spotify:playlist:68yWjo2Nhi5q74Q58yt1mU"">Italian Progressive Rock</a>, <a href=""spotify:playlist:74RFwHMUEVXkqK2KeeIMPl"">Progressive Metal</a>, <a href=""spotify:playlist:5D7ascA0846W8Ye1LACHQG"">Deep Progressive Rock</a>, <a href=""spotify:playlist:3yj9YnQGTdnFuKbDyXGDi6"">Album Rock</a>, <a href=""spotify:playlist:4MWPOsshMgyRmHmGj7cvQN"">Flute Rock</a>, <a href=""spotify:playlist:3GomZqnwKeecLnI3sOkoEq"">Jazz Fusion</a> or <a href=""spotify:playlist:7mXRIC5bSB6ZWOEPNfP0hl"">Psychedelic Rock</a>; or much more at <a href=""http://everynoise.com"">everynoise.com</a>.",Progressive Rock,thesoundsofspotify,421,2887
193,spotify:playlist:1hJmEJFYvSaPN5xNZi0bGo,Progressive Rock Forever: a Prog Rock Selection,,Progressive Rock,maurohmoraes2,1416,2734
194,spotify:playlist:7LzDyqWpF5lNb2dy8SLGkd,Contemporary Progressive Rock and Metal ,"Photo: Haken. Contemporary progressive rock and metal playlist with bands like  Flying Colors, Mastodon, Porcupine tree, Riverside, Arena, Klone, Frost*, Haken, Vola, Soen, Kansas, Caligula&#x27;s Horse, Earthside and more. I hope you will enjoy!",Progressive Rock,1155284743,345,2373
195,spotify:playlist:1nzS4tmhnXHqbiriaRBniy,PROGRESSIVE ROCK CLASSISS,A musical journey that expands our universe,Progressive Rock,1270950811,1625,1974
196,spotify:playlist:1MEmEumj2uMWr5irFfH63G,Progressive Rock,,Progressive Rock,iluvatar464,124,1747
197,spotify:playlist:1I3HrpNanWA6z2mU4orDCu,Modern Progressive Rock,"Many masterpieces were made by the legendary progressive rock bands active in the 70s. However, great progressive rock is still made. Some of the bands on this list are heard of before, while others are not yet known to a larger audience.  No metal, please!",Progressive Rock,7m3oz99jfkjo59cij4zk89vsp,168,1704
198,spotify:playlist:0MO6ha8cacWlhu8gsANBt6,Italian Progressive Rock,"How to make the consciousness transmigrate into the astral infinity with pizza, pasta and uno sghiaffo tranguill",Progressive Rock,nj5z5u38efvvex9zl186zsdlm,213,1160
199,spotify:playlist:6bs6cpscsH4whgZxf58M6K,Modern progressive rock and metal,Huge names in progressive music from around the world and many undiscovered artists. New music added regularly,Progressive Rock,bschoenle,245,925
200,spotify:playlist:2chHXK82JnRRmBHYMARwSB,70s / 80s Progressive Rock,,Progressive Rock,pfrichardson61,166,539
201,spotify:playlist:5OwzKTYaK8Tl4vMpYd9gD2,60s/70s Psychedlic and Progressive Rock,Some underplayed and obscure rock from the 60s and 70s,Progressive Rock,thecrusher2112,430,399
202,spotify:playlist:02IXakCizjUDzM5V4a9YO6,Progressive Rock 70s 80s,"Feza, berduşluk, yiğitlik, gönül sızıları",Progressive Rock,11125598660,145,388
203,spotify:playlist:5UNOIFarBerfEHy6tGj8Cj,obscure progressive rock,bands that no one listens&#x2F;roc blaengar aneglur,Progressive Rock,ardacev,86,317
204,spotify:playlist:37i9dQZF1DXasneILDRM7B,Pure Pop Punk,Please stand for your personal anthems. Cover: Paramore,Punk,spotify,100,2911663
205,spotify:playlist:37i9dQZF1DX3LDIBRoaCDQ,Classic Punk,Classic songs that built the foundations of punk.,Punk,spotify,100,1482084
206,spotify:playlist:37i9dQZF1DXd6tJtr4qeot,Punk Essentials,All the Punk Rock that you need in your life. Cover: Rancid,Punk,spotify,50,868315
207,spotify:playlist:37i9dQZF1DX3MU5XUozve7,Skatepark Punks,A mix of new and classic melodic punk songs.,Punk,spotify,100,817388
208,spotify:playlist:37i9dQZF1DX1ewVhAJ17m4,Pop Punk's Not Dead,All the best new songs from the pop punk scene. Cover: Meet Me @ The Altar ,Punk,spotify,88,548791
209,spotify:playlist:37i9dQZF1DX0BZrbvIqxCd,Punk Rock Workout,A mix of punk rock to get you through your workout.,Punk,spotify,100,524534
210,spotify:playlist:37i9dQZF1DWU0FBqUeZYeN,The Road to Punk Rock,"From '56 to '76 - the original volcanic revolutionaries from Rock 'n' Roll, Garage, Psych, Trash, Kraut, Glam and Prog...",Punk,spotify,131,365879
211,spotify:playlist:37i9dQZF1DXb1IUaS6F7Z8,Celtic Punk,All of the best Celtic punk tracks. Cover: The Dreadnoughts,Punk,spotify,50,358820
212,spotify:playlist:37i9dQZF1DXcBkxDaAQX0a,Punk Unplugged,Take a break from distorted guitars and enjoy punk's mellow side. Cover: Avril Lavigne,Punk,spotify,75,320907
213,spotify:playlist:37i9dQZF1DXaDzsRodF91I,Covered In Punk,Songs from all genres get a punk rock makeover.,Punk,spotify,100,319551
214,spotify:playlist:37i9dQZF1DX0KpeLFwA3tO,All New Punk,The best new music from the wide world of punk. Cover: Jasiah,Punk,spotify,125,282118
215,spotify:playlist:39sVxPTg7BKwrf2MfgrtcD,Punk Rock (90’s & 00’s),,Punk,cwachter343,205,271562
216,spotify:playlist:37i9dQZF1DWYwMzXER4RFF,Post Punk,"New no wave, post-punk, and anything else. Cover: Squid",Punk,spotify,55,260334
217,spotify:playlist:37i9dQZF1DX7uwh9GrVLfz,Punk Japan,The legendary classics meet the newest cutting edge. This is Japanese punk. cover: 怒髪天 (Dohatsuten),Punk,spotify,100,96094
218,spotify:playlist:0QoqnQL5oosqM7Non9KLGh,Punk Rock - by 23punk,All decades and styles of punk! Instagram: @23punk_,Punk,f1ltwqwoyfqmjzeg15tk5azno,90,43881
219,spotify:playlist:37i9dQZF1DWXFLaJaASt2D,Raised on Punk,A collection of tracks for punks big and small.,Punk,spotify,60,38432
220,spotify:playlist:3NnLKQOBbDjQJ492httrok,Punk Rock Classics,,Punk,darianhair,108,38295
221,spotify:playlist:33KdqiEKn6VBcKQbY7H4R0,"pop punk, punk rock & alt rock","the very best &amp; new pop punk / punk rock / alt rock 🖤 |  <a href=""https://open.spotify.com/user/f4kydv5sfw7uj18ts5mnb4aaz"">Other Playlists </a> | <a href=""https://www.instagram.com/solacemusicrecords"">IG</a> | <a href=""https://ko-fi.com/solacerecords"">Submit Music</a>",Punk,f4kydv5sfw7uj18ts5mnb4aaz,111,35503
222,spotify:playlist:4cGXNhu0xWaMgA8fNzqacU,Punk Goes Pop Vol. 11 - 2023,"want your song here? send a DM on instagram to @yoursonginmyplaylist. the best pop songs in heavier versions! rock versions of billie eilish, dua lipa, lis nas x, ed sheeran, the weeknd, justin bieber and more! got you covered! punk goes pop 2022, playlist always updated!",Punk,aranda.victor.rod,186,20241
223,spotify:playlist:5Tlr1XQHpIjyVRpsVHpDig,Punk (70s & 80s) (Ultimate Playlist),"A playlist of old school punk mainly from the 70&#x27;s and 80&#x27;s. From bands such as; Sex Pistols, The Clash, Ramones, Buzzcocks etc. Just a mix of the many different tracks from the infamous punk scene...👊🏼🖇🔒💥",Punk,kerrio88,244,18237
224,spotify:playlist:37i9dQZF1DX6ujZpAN0v9r,Shoegaze Classics,The essential beautiful noise: sweet and sour fuzz to warm your heart. Cover: my bloody valentine,Shoegaze,spotify,175,486774
225,spotify:playlist:37i9dQZF1DWSluyUi4YGjq,Shoegaze Now,"A new gen of bands gazing at their pedals, while soaring celestially-high. julie on cover!",Shoegaze,spotify,75,48024
226,spotify:playlist:2RJOpGLlsQ4L6Mhg75whqm,Shoegaze Dreampop,,Shoegaze,mmastodonn,3547,24569
227,spotify:playlist:5HXKxF9HmTaFqqgFNcZn3M,shoegaze pain,,Shoegaze,carohow,397,22507
228,spotify:playlist:37i9dQZF1DX7QM9rGRCxSN,Shoegaze & Dreampop en español,Belleza y distorsión imaginada por bandas iberoamericanas. Apartamentos Acapulco en portada.,Shoegaze,spotify,50,22007
229,spotify:playlist:4p8inzIarSytJVmHLU5fH1,Shoegaze Encyclopedia (+450 bands),,Shoegaze,1141951636,699,17453
230,spotify:playlist:2uiYiQFpynkWCpIXcBGir9,Japanese Shoegaze,,Shoegaze,21k2fcofn7acpewkmuz4z7giy,1040,16995
231,spotify:playlist:0oD5aLzUQiIomu805F3xDH,Dreampop & Shoegaze,,Shoegaze,caden.shortridge,549,12887
232,spotify:playlist:31499xuFWCw3fCSZkF9vcb,shoegaze sex,,Shoegaze,jojomatt191,398,11954
233,spotify:playlist:4MteHGzWPAUrJYb1xbKwj4,Heavy Shoegaze/Post-Shoegaze,"Some of the heaviest offerings from Shoegaze, filtered through Grunge, Alternative Rock, Hardcore, Post-Hardcore, and Metal. Cover: Trauma Ray",Shoegaze,mhmj26ab6i7uym4zkr3b4r12g,169,11590
234,spotify:playlist:4odIi5wYWE3b4Hkcc6Ptrj,Shoegaze love songs to sleep to with you,&lt;3,Shoegaze,mariacamillab,56,5739
235,spotify:playlist:1IRvA8SFkAF3f97gtGnwFl,shoegaze 90s,,Shoegaze,zoedahl,125,5686
236,spotify:playlist:7LTi8UuLxWuIPlhQbu1pKB,Shoegaze Dreampop Grunge,,Shoegaze,sp0zn0lnupblf2nuc5op9jgmy,141,4937
237,spotify:playlist:3DWxyrBgV6RIxllWbYVSRK,☆ﾟ.*･｡ﾟ japanese dreampop/shoegaze ☆ﾟ.*･｡ﾟ,,Shoegaze,22ozqhig7bimffnyzlnmihxmy,124,4845
238,spotify:playlist:6TlVJzhoARfpLHYxzLaF1J,Shoegaze that burn your inner palms,i&#x27;ve been collecting my favorite shoegaze music for years now. this are my top picks in this genre since it sets my inner palms on fire.  and by the palms i mean nothingness that sometimes we feel like we&#x27;re just there like a palm on an island and then comes music like this and sets us on fire.,Shoegaze,31zslawdw72xo4n3scltpntb34oy,183,3119
239,spotify:playlist:6i0HGU6npcXakgBxocOKUo,HEAVY SHOEGAZE,"Melt into the floor, bed, couch, car seat, cold metal bench… nothing but slow head banging jams here. A sludge of metal, grunge, indie, alternative, psychadelic rock, shoegaze, shoecore, metal, etc. Drown in the noise ❤️",Shoegaze,1970rsz28,415,3052
